date,reef,site,site_ID,depth (m),transect,observer,image,species,intercept_1 (cm),intercept_2,intercept_3,intercept_4,intercept_5,intercept_6,intercept_7,intercept_8,intercept_9,intercept_10,intercept_11,n,total_cm,cover
08/09/2013,Switzer Reef,Switzer Reef site 2,1434_2,2,1,AHB,,Lobactis scutaria,17,8,,,,,,,,,,2,25,2.5
08/09/2013,Switzer Reef,Switzer Reef site 2,1434_2,2,1,AHB,,Lobophyllia hemprichii,11,,,,,,,,,,,1,11,1.1
08/09/2013,Switzer Reef,Switzer Reef site 2,1434_2,2,1,AHB,,Montipora foveolata,8,,,,,,,,,,,1,8,0.8
08/09/2013,Switzer Reef,Switzer Reef site 2,1434_2,2,1,AHB,,Montipora hoffmeisteri,18,,,,,,,,,,,1,18,1.8
08/09/2013,Switzer Reef,Switzer Reef site 2,1434_2,2,1,AHB,,Montipora tuberculosa,23,11,,,,,,,,,,2,34,3.4
08/09/2013,Switzer Reef,Switzer Reef site 2,1434_2,2,1,AHB,,Pavona venosa,6,,,,,,,,,,,1,6,0.6
08/09/2013,Switzer Reef,Switzer Reef site 2,1434_2,2,1,AHB,,Platygyra daedalea,8,,,,,,,,,,,1,8,0.8
08/09/2013,Switzer Reef,Switzer Reef site 2,1434_2,2,1,AHB,,Platygyra pini,11,,,,,,,,,,,1,11,1.1
08/09/2013,Switzer Reef,Switzer Reef site 2,1434_2,2,1,AHB,,Platygyra ryukyuensis,18,,,,,,,,,,,1,18,1.8
08/09/2013,Switzer Reef,Switzer Reef site 2,1434_2,2,1,AHB,,Pocillopora damicornis,11,,,,,,,,,,,1,11,1.1
08/09/2013,Switzer Reef,Switzer Reef site 2,1434_2,2,1,AHB,,Pocillopora verrucosa,7,,,,,,,,,,,1,7,0.7
08/09/2013,Switzer Reef,Switzer Reef site 2,1434_2,2,1,AHB,,Porites massive,17,8,,,,,,,,,,2,25,2.5
08/09/2013,Switzer Reef,Switzer Reef site 2,1434_2,2,2,AHB,,Acropora divaricata,8,,,,,,,,,,,1,8,0.8
08/09/2013,Switzer Reef,Switzer Reef site 2,1434_2,2,2,AHB,,Acropora spathulata,12,,,,,,,,,,,1,12,1.2
08/09/2013,Switzer Reef,Switzer Reef site 2,1434_2,2,2,AHB,,Astrea curta,5,,,,,,,,,,,1,5,0.5
08/09/2013,Switzer Reef,Switzer Reef site 2,1434_2,2,2,AHB,,Coeloseris mayeri,18,13,8,,,,,,,,,3,39,3.9
08/09/2013,Switzer Reef,Switzer Reef site 2,1434_2,2,2,AHB,,Diploastrea heliopora,8,,,,,,,,,,,1,8,0.8
08/09/2013,Switzer Reef,Switzer Reef site 2,1434_2,2,2,AHB,,Dipsastraea truncata,8,,,,,,,,,,,1,8,0.8
08/09/2013,Switzer Reef,Switzer Reef site 2,1434_2,2,2,AHB,,Goniastrea edwardsi,15,12,10,,,,,,,,,3,37,3.7
08/09/2013,Switzer Reef,Switzer Reef site 2,1434_2,2,2,AHB,7941,Goniopora fruticosa,16,6,8,,,,,,,,,3,30,3
08/09/2013,Switzer Reef,Switzer Reef site 2,1434_2,2,2,AHB,,Platygyra pini,13,,,,,,,,,,,1,13,1.3
08/09/2013,Switzer Reef,Switzer Reef site 2,1434_2,2,2,AHB,,Pocillopora damicornis,12,,,,,,,,,,,1,12,1.2
08/09/2013,Switzer Reef,Switzer Reef site 2,1434_2,2,2,AHB,,Porites massive,6,9,,,,,,,,,,2,15,1.5
08/09/2013,Switzer Reef,Switzer Reef site 2,1434_2,2,3,AHB,,Acropora austera,31,,,,,,,,,,,1,31,3.1
08/09/2013,Switzer Reef,Switzer Reef site 2,1434_2,2,3,AHB,,Acropora muricata,6,,,,,,,,,,,1,6,0.6
08/09/2013,Switzer Reef,Switzer Reef site 2,1434_2,2,3,AHB,,Acropora spathulata,7,,,,,,,,,,,1,7,0.7
08/09/2013,Switzer Reef,Switzer Reef site 2,1434_2,2,3,AHB,,Dipsastreae matthaii,11,,,,,,,,,,,1,11,1.1
08/09/2013,Switzer Reef,Switzer Reef site 2,1434_2,2,3,AHB,,Favites halicora,32,,,,,,,,,,,1,32,3.2
08/09/2013,Switzer Reef,Switzer Reef site 2,1434_2,2,3,AHB,,Goniastrea edwardsi,8,5,,,,,,,,,,2,13,1.3
08/09/2013,Switzer Reef,Switzer Reef site 2,1434_2,2,3,AHB,7942,Gonipora spp,6,,,,,,,,,,,1,6,0.6
08/09/2013,Switzer Reef,Switzer Reef site 2,1434_2,2,3,AHB,,Montipora informis,14,,,,,,,,,,,1,14,1.4
08/09/2013,Switzer Reef,Switzer Reef site 2,1434_2,2,3,AHB,,Montipora tuberculosa,18,5,,,,,,,,,,2,23,2.3
08/09/2013,Switzer Reef,Switzer Reef site 2,1434_2,2,3,AHB,,Platygyra daedalea,8,,,,,,,,,,,1,8,0.8
08/09/2013,Switzer Reef,Switzer Reef site 2,1434_2,2,3,AHB,,Platygyra pini,7,12,,,,,,,,,,2,19,1.9
08/09/2013,Switzer Reef,Switzer Reef site 2,1434_2,2,3,AHB,,Porites massive,13,11,,,,,,,,,,2,24,2.4
08/09/2013,Switzer Reef,Switzer Reef site 2,1434_2,2,3,AHB,,Turbinaria radicalis,5,,,,,,,,,,,1,5,0.5
08/09/2013,Switzer Reef,Switzer Reef site 2,1434_2,2,4,AHB,,Acropora millepora,7,8,11,,,,,,,,,3,26,2.6
08/09/2013,Switzer Reef,Switzer Reef site 2,1434_2,2,4,AHB,,Acropora nasuta,10,,,,,,,,,,,1,10,1
08/09/2013,Switzer Reef,Switzer Reef site 2,1434_2,2,4,AHB,,Acropora spathulata,7,,,,,,,,,,,1,7,0.7
08/09/2013,Switzer Reef,Switzer Reef site 2,1434_2,2,4,AHB,,Astreopora myriophthalma,11,,,,,,,,,,,1,11,1.1
08/09/2013,Switzer Reef,Switzer Reef site 2,1434_2,2,4,AHB,7919,Cyphastrea serailia,8,,,,,,,,,,,1,8,0.8
08/09/2013,Switzer Reef,Switzer Reef site 2,1434_2,2,4,AHB,,Goniastrea edwardsi,16,5,7,25,32,18,,,,,,6,103,10.3
08/09/2013,Switzer Reef,Switzer Reef site 2,1434_2,2,4,AHB,,Montipora hoffmeisteri,11,,,,,,,,,,,1,11,1.1
08/09/2013,Switzer Reef,Switzer Reef site 2,1434_2,2,4,AHB,,Montipora tuberculosa,14,,,,,,,,,,,1,14,1.4
08/09/2013,Switzer Reef,Switzer Reef site 2,1434_2,2,4,AHB,,Oulastrea crispata,7,,,,,,,,,,,1,7,0.7
08/09/2013,Switzer Reef,Switzer Reef site 2,1434_2,2,4,AHB,,Platygyra daedalea,6,,,,,,,,,,,1,6,0.6
08/09/2013,Switzer Reef,Switzer Reef site 2,1434_2,2,4,AHB,,Polyphyllia talpina,12,,,,,,,,,,,1,12,1.2
08/09/2013,Switzer Reef,Switzer Reef site 2,1434_2,2,4,AHB,,Porites massive,8,10,,,,,,,,,,2,18,1.8
09/09/2013,Mid Reef,Mid Reef site 1,1444_1,2,1,AHB,,Acropora divaricata,11,,,,,,,,,,,1,11,1.1
09/09/2013,Mid Reef,Mid Reef site 1,1444_1,2,1,AHB,,Acropora humilis,6,,,,,,,,,,,1,6,0.6
09/09/2013,Mid Reef,Mid Reef site 1,1444_1,2,1,AHB,,Acropora hyacinthus,43,,,,,,,,,,,1,43,4.3
09/09/2013,Mid Reef,Mid Reef site 1,1444_1,2,1,AHB,,Acropora millepora,16,,,,,,,,,,,1,16,1.6
09/09/2013,Mid Reef,Mid Reef site 1,1444_1,2,1,AHB,,Acropora muricata,13,,,,,,,,,,,1,13,1.3
09/09/2013,Mid Reef,Mid Reef site 1,1444_1,2,1,AHB,,Lobophyllia hemprichii,5,,,,,,,,,,,1,5,0.5
09/09/2013,Mid Reef,Mid Reef site 1,1444_1,2,1,AHB,,Platygyra daedalea,9,,,,,,,,,,,1,9,0.9
09/09/2013,Mid Reef,Mid Reef site 1,1444_1,2,1,AHB,,Pocillopora damicornis,9,,,,,,,,,,,1,9,0.9
09/09/2013,Mid Reef,Mid Reef site 1,1444_1,2,1,AHB,,Pocillopora eydouxi,20,,,,,,,,,,,1,20,2
09/09/2013,Mid Reef,Mid Reef site 1,1444_1,2,1,AHB,,Porites massive,71,18,,,,,,,,,,2,89,8.9
09/09/2013,Mid Reef,Mid Reef site 1,1444_1,2,1,AHB,,Stylophora pistillata,31,8,12,,,,,,,,,3,51,5.1
09/09/2013,Mid Reef,Mid Reef site 1,1444_1,2,2,AHB,,Acanthastrea echinata,11,,,,,,,,,,,1,11,1.1
09/09/2013,Mid Reef,Mid Reef site 1,1444_1,2,2,AHB,,Acropora intermedia,24,11,12,13,45,,,,,,,5,105,10.5
09/09/2013,Mid Reef,Mid Reef site 1,1444_1,2,2,AHB,,Acropora muricata,210,42,,,,,,,,,,2,252,25.2
09/09/2013,Mid Reef,Mid Reef site 1,1444_1,2,2,AHB,,Acropora spathulata,36,,,,,,,,,,,1,36,3.6
09/09/2013,Mid Reef,Mid Reef site 1,1444_1,2,2,AHB,,Acropora tenuis,12,,,,,,,,,,,1,12,1.2
09/09/2013,Mid Reef,Mid Reef site 1,1444_1,2,2,AHB,,Echinopora lamellosa,15,,,,,,,,,,,1,15,1.5
09/09/2013,Mid Reef,Mid Reef site 1,1444_1,2,2,AHB,,Pocillopora damicornis,13,,,,,,,,,,,1,13,1.3
09/09/2013,Mid Reef,Mid Reef site 1,1444_1,2,2,AHB,,Porites massive,120,22,,,,,,,,,,2,142,14.2
09/09/2013,Mid Reef,Mid Reef site 1,1444_1,2,3,AHB,,Acropora gemmifera,32,,,,,,,,,,,1,32,3.2
09/09/2013,Mid Reef,Mid Reef site 1,1444_1,2,3,AHB,,Acropora intermedia,62,21,,,,,,,,,,2,83,8.3
09/09/2013,Mid Reef,Mid Reef site 1,1444_1,2,3,AHB,,Acropora longicyathus,5,,,,,,,,,,,1,5,0.5
09/09/2013,Mid Reef,Mid Reef site 1,1444_1,2,3,AHB,,Acropora muricata,35,62,,,,,,,,,,2,97,9.7
09/09/2013,Mid Reef,Mid Reef site 1,1444_1,2,3,AHB,,Acropora spathulata,10,,,,,,,,,,,1,10,1
09/09/2013,Mid Reef,Mid Reef site 1,1444_1,2,3,AHB,,Acropora valida,15,,,,,,,,,,,1,15,1.5
09/09/2013,Mid Reef,Mid Reef site 1,1444_1,2,3,AHB,7959,Montipora cocosensis,`6,,,,,,,,,,,0,0,0
09/09/2013,Mid Reef,Mid Reef site 1,1444_1,2,3,AHB,7957,Montipora efflorescens,21,,,,,,,,,,,1,21,2.1
09/09/2013,Mid Reef,Mid Reef site 1,1444_1,2,3,AHB,,Pocillopora damicornis,15,21,,,,,,,,,,2,36,3.6
09/09/2013,Mid Reef,Mid Reef site 1,1444_1,2,3,AHB,,Porites massive,11,8,12,13,,,,,,,,4,44,4.4
09/09/2013,Mid Reef,Mid Reef site 1,1444_1,2,4,AHB,,Acropora florida,22,12,,,,,,,,,,2,34,3.4
09/09/2013,Mid Reef,Mid Reef site 1,1444_1,2,4,AHB,,Acropora gemmifera,8,,,,,,,,,,,1,8,0.8
09/09/2013,Mid Reef,Mid Reef site 1,1444_1,2,4,AHB,,Acropora intermedia,11,220,30,,,,,,,,,3,261,26.1
09/09/2013,Mid Reef,Mid Reef site 1,1444_1,2,4,AHB,,Acropora microphthalma,11,,,,,,,,,,,1,11,1.1
09/09/2013,Mid Reef,Mid Reef site 1,1444_1,2,4,AHB,,Goniastrea edwardsi,11,,,,,,,,,,,1,11,1.1
09/09/2013,Mid Reef,Mid Reef site 1,1444_1,2,4,AHB,7961,Montipora monasteriata,35,,,,,,,,,,,1,35,3.5
09/09/2013,Mid Reef,Mid Reef site 1,1444_1,2,4,AHB,,Platygyra sinensis,40,,,,,,,,,,,1,40,4
09/09/2013,Mid Reef,Mid Reef site 1,1444_1,2,4,AHB,,Pocillopora damicornis,25,60,12,,,,,,,,,3,97,9.7
09/09/2013,Mid Reef,Mid Reef site 1,1444_1,2,4,AHB,,Porites massive,45,35,,,,,,,,,,2,80,8
09/09/2013,Mid Reef,Mid Reef site 2,1444_2,2,1,AHB,,Acropora hyacinthus,10,14,,,,,,,,,,2,24,2.4
09/09/2013,Mid Reef,Mid Reef site 2,1444_2,2,1,AHB,,Acropora intermedia,15,95,,,,,,,,,,2,110,11
09/09/2013,Mid Reef,Mid Reef site 2,1444_2,2,1,AHB,,Acropora loripes,8,,,,,,,,,,,1,8,0.8
09/09/2013,Mid Reef,Mid Reef site 2,1444_2,2,1,AHB,,Acropora tenuis,7,,,,,,,,,,,1,7,0.7
09/09/2013,Mid Reef,Mid Reef site 2,1444_2,2,1,AHB,,Echinopora lamellosa,8,,,,,,,,,,,1,8,0.8
09/09/2013,Mid Reef,Mid Reef site 2,1444_2,2,1,AHB,,Favites abdita,6,,,,,,,,,,,1,6,0.6
09/09/2013,Mid Reef,Mid Reef site 2,1444_2,2,1,AHB,,Favites halicora,9,,,,,,,,,,,1,9,0.9
09/09/2013,Mid Reef,Mid Reef site 2,1444_2,2,1,AHB,,Goniastrea pectinata,28,,,,,,,,,,,1,28,2.8
09/09/2013,Mid Reef,Mid Reef site 2,1444_2,2,1,AHB,7966,Montipora spumosa,17,,,,,,,,,,,1,17,1.7
09/09/2013,Mid Reef,Mid Reef site 2,1444_2,2,1,AHB,,Porites cylindrica,5,,,,,,,,,,,1,5,0.5
09/09/2013,Mid Reef,Mid Reef site 2,1444_2,2,1,AHB,,Porites massive,35,32,26,,,,,,,,,3,93,9.3
09/09/2013,Mid Reef,Mid Reef site 2,1444_2,2,1,AHB,,Seriatopora hystrix,8,9,,,,,,,,,,2,17,1.7
09/09/2013,Mid Reef,Mid Reef site 2,1444_2,2,1,AHB,,Stylophora pistillata,14,,,,,,,,,,,1,14,1.4
09/09/2013,Mid Reef,Mid Reef site 2,1444_2,2,2,AHB,,Acropora divaricata,5,,,,,,,,,,,1,5,0.5
09/09/2013,Mid Reef,Mid Reef site 2,1444_2,2,2,AHB,,Acropora donei,105,,,,,,,,,,,1,105,10.5
09/09/2013,Mid Reef,Mid Reef site 2,1444_2,2,2,AHB,,Acropora hyacinthus,8,,,,,,,,,,,1,8,0.8
09/09/2013,Mid Reef,Mid Reef site 2,1444_2,2,2,AHB,,Acropora intermedia,37,,,,,,,,,,,1,37,3.7
09/09/2013,Mid Reef,Mid Reef site 2,1444_2,2,2,AHB,,Acropora millepora,10,,,,,,,,,,,1,10,1
09/09/2013,Mid Reef,Mid Reef site 2,1444_2,2,2,AHB,,Acropora muricata,45,50,,,,,,,,,,2,95,9.5
09/09/2013,Mid Reef,Mid Reef site 2,1444_2,2,2,AHB,,Acropora nasuta,18,,,,,,,,,,,1,18,1.8
09/09/2013,Mid Reef,Mid Reef site 2,1444_2,2,2,AHB,,Diploastrea heliopora,46,,,,,,,,,,,1,46,4.6
09/09/2013,Mid Reef,Mid Reef site 2,1444_2,2,2,AHB,,Goniastrea edwardsi,8,,,,,,,,,,,1,8,0.8
09/09/2013,Mid Reef,Mid Reef site 2,1444_2,2,2,AHB,,Goniastrea stelligera,10,,,,,,,,,,,1,10,1
09/09/2013,Mid Reef,Mid Reef site 2,1444_2,2,2,AHB,,Porites cylindrica,12,,,,,,,,,,,1,12,1.2
09/09/2013,Mid Reef,Mid Reef site 2,1444_2,2,2,AHB,,Porites massive,30,42,,,,,,,,,,2,72,7.2
09/09/2013,Mid Reef,Mid Reef site 2,1444_2,2,2,AHB,,Stylophora pistillata,6,10,,,,,,,,,,2,16,1.6
09/09/2013,Mid Reef,Mid Reef site 2,1444_2,2,3,AHB,,baeodactyla,12,,,,,,,,,,,1,12,1.2
09/09/2013,Mid Reef,Mid Reef site 2,1444_2,2,3,AHB,,Acropora florida,55,,,,,,,,,,,1,55,5.5
09/09/2013,Mid Reef,Mid Reef site 2,1444_2,2,3,AHB,,Acropora muricata,11,,,,,,,,,,,1,11,1.1
09/09/2013,Mid Reef,Mid Reef site 2,1444_2,2,3,AHB,,Acropora tenuis,13,,,,,,,,,,,1,13,1.3
09/09/2013,Mid Reef,Mid Reef site 2,1444_2,2,3,AHB,,Astreopora myriophthalma,55,,,,,,,,,,,1,55,5.5
09/09/2013,Mid Reef,Mid Reef site 2,1444_2,2,3,AHB,,Cyphastrea microphthalma,12,,,,,,,,,,,1,12,1.2
09/09/2013,Mid Reef,Mid Reef site 2,1444_2,2,3,AHB,,Dipsastreae matthaii,10,,,,,,,,,,,1,10,1
09/09/2013,Mid Reef,Mid Reef site 2,1444_2,2,3,AHB,,Dipsastreae pallida,12,,,,,,,,,,,1,12,1.2
09/09/2013,Mid Reef,Mid Reef site 2,1444_2,2,3,AHB,,Lobophyllia hemprichii,9,,,,,,,,,,,1,9,0.9
09/09/2013,Mid Reef,Mid Reef site 2,1444_2,2,3,AHB,,Montipora tuberculosa,8,,,,,,,,,,,1,8,0.8
09/09/2013,Mid Reef,Mid Reef site 2,1444_2,2,3,AHB,,Pavona venosa,5,,,,,,,,,,,1,5,0.5
09/09/2013,Mid Reef,Mid Reef site 2,1444_2,2,3,AHB,,Seriatopora hystrix,10,14,22,,,,,,,,,3,46,4.6
09/09/2013,Mid Reef,Mid Reef site 2,1444_2,2,4,AHB,,Acropora cytherea,22,12,,,,,,,,,,2,34,3.4
09/09/2013,Mid Reef,Mid Reef site 2,1444_2,2,4,AHB,,Acropora hyacinthus,27,,,,,,,,,,,1,27,2.7
09/09/2013,Mid Reef,Mid Reef site 2,1444_2,2,4,AHB,,Acropora otteri,45,,,,,,,,,,,1,45,4.5
09/09/2013,Mid Reef,Mid Reef site 2,1444_2,2,4,AHB,,Acropora muricata,16,,,,,,,,,,,1,16,1.6
09/09/2013,Mid Reef,Mid Reef site 2,1444_2,2,4,AHB,,Dipsastreae matthaii,5,,,,,,,,,,,1,5,0.5
09/09/2013,Mid Reef,Mid Reef site 2,1444_2,2,4,AHB,,Platygyra daedalea,25,8,,,,,,,,,,2,33,3.3
09/09/2013,Mid Reef,Mid Reef site 2,1444_2,2,4,AHB,,Porites cylindrica,35,,,,,,,,,,,1,35,3.5
09/09/2013,Mid Reef,Mid Reef site 2,1444_2,2,4,AHB,,Seriatopora hystrix,22,,,,,,,,,,,1,22,2.2
09/09/2013,Mid Reef,Mid Reef site 2,1444_2,2,4,AHB,,Stylophora pistillata,21,12,22,,,,,,,,,3,55,5.5
10/09/2013,Rocky Islet B,Rocky Islet B site 1,1487_1,2,1,AHB,,baeodactyla,23,10,,,,,,,,,,2,33,3.3
10/09/2013,Rocky Islet B,Rocky Islet B site 1,1487_1,2,1,AHB,,Acropora gemmifera,10,13,,,,,,,,,,2,23,2.3
10/09/2013,Rocky Islet B,Rocky Islet B site 1,1487_1,2,1,AHB,,Acropora hyacinthus,25,12,45,47,,,,,,,,4,129,12.9
10/09/2013,Rocky Islet B,Rocky Islet B site 1,1487_1,2,1,AHB,,Acropora spathulata,9,,,,,,,,,,,1,9,0.9
10/09/2013,Rocky Islet B,Rocky Islet B site 1,1487_1,2,1,AHB,,Isopora palifera,8,,,,,,,,,,,1,8,0.8
10/09/2013,Rocky Islet B,Rocky Islet B site 1,1487_1,2,1,AHB,,Platygyra sinensis,45,,,,,,,,,,,1,45,4.5
10/09/2013,Rocky Islet B,Rocky Islet B site 1,1487_1,2,1,AHB,,Pocillopora damicornis,12,,,,,,,,,,,1,12,1.2
10/09/2013,Rocky Islet B,Rocky Islet B site 1,1487_1,2,1,AHB,,Pocillopora verrucosa,6,,,,,,,,,,,1,6,0.6
10/09/2013,Rocky Islet B,Rocky Islet B site 1,1487_1,2,1,AHB,,Porites massive,21,,,,,,,,,,,1,21,2.1
10/09/2013,Rocky Islet B,Rocky Islet B site 1,1487_1,2,2,AHB,,baeodactyla,8,,,,,,,,,,,1,8,0.8
10/09/2013,Rocky Islet B,Rocky Islet B site 1,1487_1,2,2,AHB,,Acropora gemmifera,15,,,,,,,,,,,1,15,1.5
10/09/2013,Rocky Islet B,Rocky Islet B site 1,1487_1,2,2,AHB,,Acropora nana,6,,,,,,,,,,,1,6,0.6
10/09/2013,Rocky Islet B,Rocky Islet B site 1,1487_1,2,2,AHB,,Acropora spathulata,6,,,,,,,,,,,1,6,0.6
10/09/2013,Rocky Islet B,Rocky Islet B site 1,1487_1,2,2,AHB,,Goniastrea retiformis,12,,,,,,,,,,,1,12,1.2
10/09/2013,Rocky Islet B,Rocky Islet B site 1,1487_1,2,2,AHB,,Pocillopora damicornis,11,8,16,,,,,,,,,3,35,3.5
10/09/2013,Rocky Islet B,Rocky Islet B site 1,1487_1,2,2,AHB,,Pocillopora eydouxi,15,,,,,,,,,,,1,15,1.5
10/09/2013,Rocky Islet B,Rocky Islet B site 1,1487_1,2,2,AHB,,Pocillopora verrucosa,27,10,,,,,,,,,,2,37,3.7
10/09/2013,Rocky Islet B,Rocky Islet B site 1,1487_1,2,3,AHB,,Acropora digitifera,20,,,,,,,,,,,1,20,2
10/09/2013,Rocky Islet B,Rocky Islet B site 1,1487_1,2,3,AHB,,Acropora gemmifera,13,24,,,,,,,,,,2,37,3.7
10/09/2013,Rocky Islet B,Rocky Islet B site 1,1487_1,2,3,AHB,,Acropora hyacinthus,25,22,10,10,35,,,,,,,5,102,10.2
10/09/2013,Rocky Islet B,Rocky Islet B site 1,1487_1,2,3,AHB,,Acropora lutkeni,14,,,,,,,,,,,1,14,1.4
10/09/2013,Rocky Islet B,Rocky Islet B site 1,1487_1,2,3,AHB,,Acropora spathulata,14,,,,,,,,,,,1,14,1.4
10/09/2013,Rocky Islet B,Rocky Islet B site 1,1487_1,2,3,AHB,,Acropora valida,8,9,11,15,,,,,,,,4,43,4.3
10/09/2013,Rocky Islet B,Rocky Islet B site 1,1487_1,2,3,AHB,,Favites halicora,14,,,,,,,,,,,1,14,1.4
10/09/2013,Rocky Islet B,Rocky Islet B site 1,1487_1,2,3,AHB,,Isopora palifera,4,,,,,,,,,,,1,4,0.4
10/09/2013,Rocky Islet B,Rocky Islet B site 1,1487_1,2,3,AHB,,Pocillopora damicornis,8,9,,,,,,,,,,2,17,1.7
10/09/2013,Rocky Islet B,Rocky Islet B site 1,1487_1,2,3,AHB,,Pocillopora eydouxi,16,,,,,,,,,,,1,16,1.6
10/09/2013,Rocky Islet B,Rocky Islet B site 1,1487_1,2,3,AHB,,Pocillopora meandrina,13,24,,,,,,,,,,2,37,3.7
10/09/2013,Rocky Islet B,Rocky Islet B site 1,1487_1,2,3,AHB,,Pocillopora verrucosa,11,,,,,,,,,,,1,11,1.1
10/09/2013,Rocky Islet B,Rocky Islet B site 1,1487_1,2,4,AHB,,baeodactyla,9,7,8,12,10,,,,,,,5,46,4.6
10/09/2013,Rocky Islet B,Rocky Islet B site 1,1487_1,2,4,AHB,,Acropora gemmifera,11,7,,,,,,,,,,2,18,1.8
10/09/2013,Rocky Islet B,Rocky Islet B site 1,1487_1,2,4,AHB,,Acropora hyacinthus,40,64,,,,,,,,,,2,104,10.4
10/09/2013,Rocky Islet B,Rocky Islet B site 1,1487_1,2,4,AHB,,Acropora lutkeni,18,,,,,,,,,,,1,18,1.8
10/09/2013,Rocky Islet B,Rocky Islet B site 1,1487_1,2,4,AHB,,Acropora spathulata,12,,,,,,,,,,,1,12,1.2
10/09/2013,Rocky Islet B,Rocky Islet B site 1,1487_1,2,4,AHB,,Pocillopora eydouxi,22,,,,,,,,,,,1,22,2.2
10/09/2013,Rocky Islet B,Rocky Islet B site 1,1487_1,2,4,AHB,,Pocillopora meandrina,18,,,,,,,,,,,1,18,1.8
10/09/2013,Rocky Islet B,Rocky Islet B site 1,1487_1,2,4,AHB,,Pocillopora verrucosa,8,14,12,14,,,,,,,,4,48,4.8
10/09/2013,Rocky Islet B,Rocky Islet B site 2,1487_2,2,1,AHB,,Acropora cytherea,71,23,,,,,,,,,,2,94,9.4
10/09/2013,Rocky Islet B,Rocky Islet B site 2,1487_2,2,1,AHB,,baeodactyla,25,6,,,,,,,,,,2,31,3.1
10/09/2013,Rocky Islet B,Rocky Islet B site 2,1487_2,2,1,AHB,,Acropora hyacinthus,12,,,,,,,,,,,1,12,1.2
10/09/2013,Rocky Islet B,Rocky Islet B site 2,1487_2,2,1,AHB,,Acropora lutkeni,13,,,,,,,,,,,1,13,1.3
10/09/2013,Rocky Islet B,Rocky Islet B site 2,1487_2,2,1,AHB,,Favites halicora,11,,,,,,,,,,,1,11,1.1
10/09/2013,Rocky Islet B,Rocky Islet B site 2,1487_2,2,1,AHB,,Pocillopora damicornis,6,,,,,,,,,,,1,6,0.6
10/09/2013,Rocky Islet B,Rocky Islet B site 2,1487_2,2,1,AHB,,Pocillopora verrucosa,13,10,,,,,,,,,,2,23,2.3
10/09/2013,Rocky Islet B,Rocky Islet B site 2,1487_2,2,1,AHB,,Stylophora pistillata,3,,,,,,,,,,,1,3,0.3
10/09/2013,Rocky Islet B,Rocky Islet B site 2,1487_2,2,2,AHB,,baeodactyla,8,,,,,,,,,,,1,8,0.8
10/09/2013,Rocky Islet B,Rocky Islet B site 2,1487_2,2,2,AHB,,Acropora humilis,13,,,,,,,,,,,1,13,1.3
10/09/2013,Rocky Islet B,Rocky Islet B site 2,1487_2,2,2,AHB,,Acropora hyacinthus,11,,,,,,,,,,,1,11,1.1
10/09/2013,Rocky Islet B,Rocky Islet B site 2,1487_2,2,2,AHB,,Acropora polystoma,14,,,,,,,,,,,1,14,1.4
10/09/2013,Rocky Islet B,Rocky Islet B site 2,1487_2,2,2,AHB,,Isopora palifera,21,,,,,,,,,,,1,21,2.1
10/09/2013,Rocky Islet B,Rocky Islet B site 2,1487_2,2,2,AHB,,Pocillopora damicornis,5,,,,,,,,,,,1,5,0.5
10/09/2013,Rocky Islet B,Rocky Islet B site 2,1487_2,2,2,AHB,,Pocillopora verrucosa,11,12,,,,,,,,,,2,23,2.3
10/09/2013,Rocky Islet B,Rocky Islet B site 2,1487_2,2,2,AHB,,Porites vaughani,6,8,,,,,,,,,,2,14,1.4
10/09/2013,Rocky Islet B,Rocky Islet B site 2,1487_2,2,3,AHB,,Acropora cerealis,9,,,,,,,,,,,1,9,0.9
10/09/2013,Rocky Islet B,Rocky Islet B site 2,1487_2,2,3,AHB,,Acropora hyacinthus,31,30,,,,,,,,,,2,61,6.1
10/09/2013,Rocky Islet B,Rocky Islet B site 2,1487_2,2,3,AHB,,Favites magnistellata,8,,,,,,,,,,,1,8,0.8
10/09/2013,Rocky Islet B,Rocky Islet B site 2,1487_2,2,3,AHB,,Goniastrea pectinata,9,,,,,,,,,,,1,9,0.9
10/09/2013,Rocky Islet B,Rocky Islet B site 2,1487_2,2,3,AHB,,Pocillopora damicornis,12,18,13,,,,,,,,,3,43,4.3
10/09/2013,Rocky Islet B,Rocky Islet B site 2,1487_2,2,3,AHB,,Pocillopora meandrina,12,28,,,,,,,,,,2,40,4
10/09/2013,Rocky Islet B,Rocky Islet B site 2,1487_2,2,4,AHB,,Acropora florida,8,,,,,,,,,,,1,8,0.8
10/09/2013,Rocky Islet B,Rocky Islet B site 2,1487_2,2,4,AHB,,Acropora hyacinthus,23,45,27,,,,,,,,,3,95,9.5
10/09/2013,Rocky Islet B,Rocky Islet B site 2,1487_2,2,4,AHB,,Acropora sarmentosa,6,,,,,,,,,,,1,6,0.6
10/09/2013,Rocky Islet B,Rocky Islet B site 2,1487_2,2,4,AHB,,Acropora yongei,17,,,,,,,,,,,1,17,1.7
10/09/2013,Rocky Islet B,Rocky Islet B site 2,1487_2,2,4,AHB,,Dipsastraea truncata,12,,,,,,,,,,,1,12,1.2
10/09/2013,Rocky Islet B,Rocky Islet B site 2,1487_2,2,4,AHB,,Favites magnistellata,18,,,,,,,,,,,1,18,1.8
